Applicant_ID,Age,Gender,Employment_Type,Annual_Income,Credit_Score,Existing_Loans,Loan_Amount,Loan_Purpose,Eligibility,Approval_Probability
APP01131,40,Male,Salaried,44159,669,3,419759,Vehicle,1,0.5559
APP01132,42,Female,Salaried,147366,720,4,160348,Vehicle,1,0.6206
APP01133,48,Male,Salaried,221164,722,1,1178590,Education,1,0.8495
APP01134,60,Male,Self-Employed,293356,781,3,702241,Home,1,0.6812
APP01135,27,Female,Salaried,266876,597,2,1399670,Vehicle,1,0.8936
APP01136,21,Male,Salaried,249065,728,4,17749,Education,1,0.8332
APP01137,52,Male,Salaried,35532,594,4,820614,Business,0,0.4552
APP01138,33,Male,Business Owner,235126,663,2,349594,Business,1,0.7526
APP01139,50,Male,Freelancer,241351,675,0,1430947,Home,1,0.6989
APP01140,43,Female,Salaried,128021,749,3,239216,Home,1,0.6987
APP01141,39,Male,Freelancer,290415,739,2,528567,Personal,1,0.8611
APP01142,52,Female,Freelancer,25209,689,4,424599,Vehicle,0,0.3893
APP01143,50,Female,Business Owner,247071,507,3,650546,Medical,1,0.7473
APP01144,49,Male,Salaried,161611,715,3,1071757,Home,1,0.7162
APP01145,49,Female,Self-Employed,230214,658,0,1103474,Vehicle,1,0.7634
APP01146,50,Male,Freelancer,134920,791,4,499620,Vehicle,1,0.6069
APP01147,36,Female,Self-Employed,255144,772,1,283006,Medical,1,0.814
APP01148,60,Male,Salaried,292751,604,0,1244327,Home,1,0.7829
APP01149,39,Female,Self-Employed,241194,726,0,300832,Home,1,0.8344
APP01150,38,Male,Self-Employed,208011,728,1,499697,Education,1,0.7507
APP01151,21,Male,Self-Employed,174666,722,1,1333659,Medical,1,0.6926
APP01152,34,Female,Salaried,32399,711,0,777631,Personal,1,0.5499
APP01153,22,Female,Salaried,151812,730,3,1021971,Personal,1,0.7169
APP01154,48,Male,Business Owner,123662,800,2,376296,Personal,1,0.7509
APP01155,50,Male,Freelancer,163570,635,2,311729,Home,1,0.6772
APP01156,58,Female,Salaried,273304,607,0,388459,Home,1,0.9165
APP01157,24,Female,Unemployed,11372,742,3,1163023,Home,0,0.4652
APP01158,21,Female,Salaried,32032,529,1,778173,Education,1,0.5112
APP01159,28,Female,Self-Employed,204166,732,0,1298010,Medical,1,0.8137
APP01160,49,Female,Business Owner,127658,718,4,1034204,Medical,0,0.4968
APP01161,59,Female,Business Owner,80264,492,3,688302,Home,0,0.3745
APP01162,23,Male,Freelancer,119120,629,4,251147,Vehicle,0,0.485
APP01163,52,Male,Salaried,72850,806,4,408488,Personal,1,0.6108
APP01164,30,Female,Freelancer,29722,563,0,1495926,Vehicle,0,0.3901
APP01165,30,Female,Salaried,29576,697,3,1213913,Home,0,0.4725
APP01166,39,Male,Business Owner,182779,599,4,264743,Vehicle,1,0.704
APP01167,54,Male,Business Owner,66476,623,3,713552,Education,0,0.3359
APP01168,53,Female,Self-Employed,273292,833,2,615848,Vehicle,1,0.8955
APP01169,43,Male,Salaried,39439,689,4,1418155,Education,1,0.508
APP01170,48,Male,Freelancer,69518,721,4,19297,Home,1,0.5203
APP01171,52,Male,Salaried,244123,671,3,1122581,Personal,1,0.7807
APP01172,27,Male,Salaried,51962,558,2,925265,Vehicle,0,0.4917
APP01173,49,Male,Business Owner,264157,585,4,199506,Vehicle,1,0.7642
APP01174,28,Male,Self-Employed,141189,774,0,1453399,Personal,1,0.6356
APP01175,21,Male,Business Owner,135290,692,3,664942,Home,1,0.5947
APP01176,23,Female,Salaried,148980,618,3,1248831,Home,1,0.628
APP01177,44,Male,Salaried,252021,678,4,621282,Medical,1,0.8894
APP01178,43,Female,Business Owner,189342,732,2,66305,Home,1,0.7638
APP01179,28,Female,Self-Employed,67299,716,4,223058,Business,0,0.47
APP01180,57,Male,Salaried,241877,618,1,746431,Home,1,0.9083
APP01181,23,Female,Business Owner,56541,553,4,1284539,Home,0,0.3399
APP01182,53,Male,Self-Employed,248070,647,1,603982,Vehicle,1,0.8137
APP01183,48,Female,Self-Employed,154188,768,0,707133,Home,1,0.6832
APP01184,28,Male,Self-Employed,233150,748,3,1337506,Business,1,0.692
APP01185,54,Female,Business Owner,244073,712,3,50693,Vehicle,1,0.8451
APP01186,55,Female,Business Owner,45156,666,2,429794,Personal,0,0.3682
APP01187,52,Male,Business Owner,241908,638,4,973912,Business,1,0.6524
APP01188,44,Male,Salaried,169507,667,0,603990,Home,1,0.8383
APP01189,34,Female,Business Owner,225722,742,1,1405565,Medical,1,0.6893
APP01190,52,Female,Self-Employed,202408,760,2,468024,Vehicle,1,0.7602
APP01191,63,Male,Self-Employed,98631,659,0,530436,Business,1,0.5943
APP01192,36,Female,Salaried,94487,850,0,1448088,Medical,1,0.6941
APP01193,24,Male,Freelancer,267735,687,1,567827,Vehicle,1,0.8423
APP01194,57,Female,Business Owner,220254,652,1,152512,Vehicle,1,0.8618
APP01195,41,Male,Salaried,76786,798,3,298389,Vehicle,1,0.6034
APP01196,34,Female,Salaried,93304,516,4,949601,Home,0,0.478
APP01197,51,Male,Freelancer,202586,718,2,863524,Home,1,0.768
APP01198,38,Male,Salaried,145938,674,4,381598,Vehicle,1,0.7825
APP01199,27,Male,Unemployed,2510,795,2,687058,Home,0,0.427
APP01200,30,Male,Self-Employed,270191,728,0,167879,Home,1,0.855
APP01201,27,Male,Self-Employed,157232,691,1,710662,Home,1,0.7111
APP01202,53,Male,Salaried,97577,733,1,1275512,Vehicle,1,0.6619
APP01203,43,Female,Salaried,240375,595,0,673399,Education,1,0.8066
APP01204,41,Male,Freelancer,285933,757,0,519946,Business,1,0.8441
APP01205,39,Male,Salaried,129180,572,2,1368147,Education,1,0.6623
APP01206,39,Male,Business Owner,169954,708,0,422269,Vehicle,1,0.7488
APP01207,56,Male,Salaried,236346,682,2,1286828,Education,1,0.8093
APP01208,49,Male,Salaried,26095,538,4,1437521,Business,0,0.3685
APP01209,38,Male,Salaried,197055,685,1,1147723,Education,1,0.7008
APP01210,22,Male,Self-Employed,39123,702,1,589701,Personal,0,0.4288
APP01211,21,Male,Unemployed,3237,627,1,600246,Personal,0,0.3581
APP01212,25,Female,Salaried,76999,599,4,36597,Medical,1,0.5604
APP01213,40,Female,Salaried,255849,719,4,1398241,Personal,1,0.7146
APP01214,31,Male,Salaried,62656,708,3,628531,Education,0,0.4815
APP01215,62,Male,Self-Employed,226587,698,2,78908,Vehicle,1,0.8238
APP01216,22,Female,Salaried,285587,680,2,327332,Business,1,0.9662
APP01217,23,Male,Freelancer,288356,634,3,306854,Business,1,0.7964
APP01218,43,Female,Self-Employed,145385,850,1,232424,Medical,1,0.7017
APP01219,32,Male,Self-Employed,165073,656,2,714410,Business,1,0.6965
APP01220,40,Female,Salaried,103784,610,2,845681,Personal,1,0.547
APP01221,25,Female,Unemployed,11911,684,1,568535,Education,0,0.3504
APP01222,57,Female,Salaried,226891,665,0,473378,Medical,1,0.8694
APP01223,58,Other,Salaried,86160,654,0,86313,Business,1,0.7688
APP01224,50,Male,Self-Employed,181926,829,3,736043,Business,1,0.7791
APP01225,29,Male,Self-Employed,297859,589,4,1307983,Education,1,0.6317
APP01226,54,Female,Salaried,83784,682,2,277587,Business,1,0.6448
APP01227,64,Female,Salaried,51797,594,2,926702,Personal,1,0.5055
APP01228,55,Male,Business Owner,39780,636,3,893250,Home,0,0.39
APP01229,42,Male,Salaried,62905,818,3,1490137,Vehicle,1,0.63
APP01230,64,Male,Business Owner,141049,702,2,1202549,Education,1,0.5079
APP01231,44,Male,Self-Employed,154651,701,1,208831,Personal,1,0.7265
APP01232,37,Female,Salaried,58359,604,1,183804,Vehicle,1,0.5527
APP01233,30,Male,Self-Employed,98391,646,4,744664,Home,0,0.437
APP01234,50,Male,Salaried,124596,825,2,260278,Education,1,0.7819
APP01235,43,Male,Business Owner,272414,719,2,158579,Business,1,0.7895
APP01236,52,Male,Self-Employed,175214,652,2,794370,Home,1,0.6247
APP01237,37,Male,Salaried,33625,715,2,353929,Vehicle,0,0.4305
APP01238,37,Female,Self-Employed,200544,701,3,1185267,Personal,1,0.5741
APP01239,34,Other,Unemployed,9126,612,0,1316002,Medical,0,0.3591
APP01240,29,Female,Salaried,45566,650,2,307535,Home,0,0.4903
APP01241,60,Male,Freelancer,58205,850,0,911451,Personal,1,0.5035
APP01242,22,Female,Salaried,134084,711,1,924060,Business,1,0.781
APP01243,45,Female,Salaried,54717,554,4,1284968,Home,0,0.3872
APP01244,59,Female,Salaried,206056,720,1,531819,Home,1,0.955
APP01245,29,Male,Salaried,184236,784,2,252174,Home,1,0.9617
APP01246,42,Male,Salaried,45169,607,1,100153,Medical,1,0.5003
APP01247,63,Male,Salaried,153140,643,3,1096324,Home,1,0.667
APP01248,24,Male,Freelancer,127537,796,0,931382,Home,1,0.6395
APP01249,46,Male,Business Owner,271337,682,2,143021,Business,1,0.6318
APP01250,49,Male,Business Owner,136301,668,3,1275028,Vehicle,0,0.4473
APP01251,54,Male,Salaried,295151,573,0,257888,Business,1,0.9116
APP01252,43,Female,Salaried,256704,765,3,1472673,Business,1,0.9111
APP01253,57,Male,Salaried,142419,664,1,1240954,Home,1,0.7262
APP01254,31,Male,Business Owner,230863,506,2,621438,Medical,1,0.6877
APP01255,26,Female,Freelancer,253870,554,1,99364,Home,1,0.7482
APP01256,38,Female,Salaried,292926,635,4,1174501,Vehicle,1,0.8452
APP01257,41,Female,Salaried,91770,594,2,19958,Vehicle,1,0.78
APP01258,62,Other,Self-Employed,82645,606,1,1198345,Home,0,0.4242
APP01259,56,Female,Salaried,128509,850,2,1145736,Personal,1,0.6074
APP01260,61,Female,Salaried,255796,736,0,1232449,Vehicle,1,0.7759
APP01261,58,Male,Self-Employed,42152,473,2,293343,Home,0,0.3941
APP01262,54,Male,Business Owner,263972,654,2,248962,Personal,1,0.7571
APP01263,37,Male,Salaried,241096,672,0,437704,Vehicle,1,0.9086
APP01264,57,Male,Salaried,258731,561,1,1369722,Business,1,0.6892
APP01265,45,Male,Unemployed,4466,722,2,33731,Vehicle,0,0.3263
APP01266,58,Female,Salaried,213392,516,3,148148,Medical,1,0.7667
APP01267,32,Female,Salaried,212163,767,2,896358,Home,1,0.8658
APP01268,43,Female,Salaried,63712,795,1,662160,Home,1,0.583
APP01269,62,Male,Salaried,282387,850,0,51410,Vehicle,1,0.9454
APP01270,42,Female,Salaried,261502,554,1,891380,Home,1,0.7649
APP01271,41,Female,Business Owner,221349,570,4,726432,Business,1,0.7023
APP01272,47,Male,Salaried,45478,735,2,238443,Education,1,0.5815
APP01273,51,Female,Salaried,47551,774,2,1099617,Home,1,0.5806
APP01274,26,Male,Self-Employed,73068,744,0,1444336,Home,0,0.471
APP01275,47,Male,Self-Employed,118608,766,2,587614,Business,0,0.4687
APP01276,60,Female,Freelancer,60561,790,3,1490341,Medical,0,0.43
APP01277,54,Male,Freelancer,158964,696,3,849528,Education,1,0.5774
APP01278,32,Male,Salaried,43756,662,1,973894,Vehicle,1,0.5357
APP01279,27,Female,Business Owner,272652,570,0,449268,Home,1,0.9243
APP01280,30,Female,Self-Employed,276227,656,4,457803,Vehicle,1,0.7392
APP01281,37,Male,Unemployed,10306,668,1,857724,Home,1,0.5073
APP01282,46,Male,Self-Employed,177418,604,0,347563,Vehicle,1,0.7639
APP01283,41,Male,Unemployed,12899,676,0,520839,Vehicle,0,0.3662
APP01284,48,Female,Business Owner,30947,595,1,771752,Personal,0,0.3888
APP01285,22,Male,Salaried,152192,769,1,518365,Education,1,0.9079
APP01286,63,Male,Self-Employed,282591,714,2,21093,Business,1,0.8891
APP01287,21,Female,Unemployed,769,643,4,1009540,Vehicle,0,0.2572
APP01288,56,Female,Freelancer,263826,695,3,82043,Personal,1,0.7756
APP01289,46,Male,Salaried,169490,591,2,396678,Education,1,0.6922
APP01290,49,Male,Business Owner,251494,599,0,1457622,Education,1,0.7509
APP01291,41,Female,Salaried,256391,629,4,1220256,Medical,1,0.8236
APP01292,31,Male,Salaried,211256,664,4,899297,Home,1,0.7673
APP01293,60,Male,Salaried,270318,691,1,1445398,Home,1,0.7982
APP01294,31,Female,Salaried,197905,691,4,1368007,Home,1,0.7505
APP01295,56,Male,Business Owner,43402,574,4,493263,Medical,0,0.3423
APP01296,59,Female,Salaried,198917,673,0,567715,Home,1,0.8867
APP01297,60,Male,Business Owner,100851,614,2,926281,Medical,0,0.473
APP01298,55,Male,Salaried,37834,407,4,381983,Vehicle,0,0.3356
APP01299,54,Male,Salaried,92850,850,1,1048991,Home,1,0.7191
APP01300,44,Male,Salaried,62180,616,2,1041510,Education,1,0.5437
APP01301,42,Male,Salaried,134688,620,1,1266123,Home,1,0.5916
APP01302,25,Male,Salaried,231659,572,4,688731,Vehicle,1,0.6975
APP01303,53,Female,Salaried,298839,595,2,1022986,Business,1,0.7859
APP01304,56,Other,Self-Employed,152135,664,4,230967,Vehicle,1,0.666
APP01305,40,Female,Salaried,179195,788,0,244625,Home,1,0.9302
APP01306,39,Female,Salaried,83481,664,2,120949,Business,1,0.6368
APP01307,55,Male,Salaried,98438,654,1,1185471,Medical,1,0.61
APP01308,63,Female,Freelancer,136491,776,0,299459,Business,1,0.7248
APP01309,37,Male,Freelancer,146844,638,3,93804,Medical,1,0.6921
APP01310,63,Female,Self-Employed,81494,681,1,710897,Home,1,0.5093
APP01311,54,Other,Salaried,232167,606,4,482913,Medical,1,0.7596
APP01312,29,Female,Salaried,79672,814,1,631645,Education,1,0.6679
APP01313,46,Other,Unemployed,7847,763,3,216337,Home,0,0.4317
APP01314,22,Female,Salaried,94224,667,1,1413169,Medical,1,0.5675
APP01315,29,Male,Salaried,259745,648,0,1309752,Personal,1,0.8613
APP01316,29,Male,Salaried,79796,677,1,1211832,Business,1,0.5749
APP01317,60,Female,Salaried,153554,668,2,1216218,Home,1,0.7082
APP01318,37,Male,Salaried,291167,556,3,1189098,Home,1,0.7172
APP01319,21,Female,Business Owner,270358,766,1,1363750,Vehicle,1,0.7725
APP01320,45,Other,Salaried,238708,661,3,858677,Medical,1,0.8542
APP01321,63,Male,Self-Employed,192807,831,0,720827,Home,1,0.7785
APP01322,60,Female,Salaried,64218,713,2,1309266,Medical,0,0.4834
APP01323,62,Female,Salaried,254766,478,4,569421,Home,1,0.6569
APP01324,45,Female,Freelancer,56017,577,1,578286,Medical,0,0.3431
APP01325,59,Female,Salaried,44515,508,0,1206886,Personal,1,0.5057
APP01326,55,Female,Business Owner,233106,576,3,1436323,Education,1,0.5548
APP01327,23,Other,Self-Employed,26391,549,3,1106821,Education,0,0.2908
APP01328,57,Female,Salaried,221278,700,0,1344277,Medical,1,0.878
APP01329,64,Male,Unemployed,6854,654,1,1391194,Vehicle,0,0.3804
APP01330,64,Male,Salaried,104720,739,4,237810,Business,1,0.6494
APP01331,50,Female,Freelancer,167954,676,1,1255315,Vehicle,1,0.6533
APP01332,58,Male,Salaried,173345,660,2,1275161,Home,1,0.7281
APP01333,54,Female,Freelancer,70647,840,1,1123650,Medical,1,0.5206
APP01334,32,Female,Salaried,220964,697,2,68204,Home,1,0.875
APP01335,39,Male,Self-Employed,67679,673,3,763957,Personal,1,0.5304
APP01336,57,Female,Business Owner,287571,611,2,1282448,Home,1,0.7299
APP01337,64,Female,Freelancer,253024,585,4,690935,Business,1,0.7821
APP01338,37,Male,Freelancer,91267,741,0,483479,Home,1,0.5877
APP01339,30,Male,Business Owner,25799,736,2,1265672,Education,0,0.3975
APP01340,32,Male,Freelancer,32025,805,1,947573,Education,0,0.3929
APP01341,36,Male,Salaried,39481,718,2,951650,Business,0,0.4744
APP01342,44,Female,Salaried,252966,648,3,1492144,Vehicle,1,0.8545
APP01343,39,Male,Salaried,130928,720,2,33694,Medical,1,0.7614
APP01344,28,Female,Salaried,148014,673,4,1342460,Education,1,0.7151
APP01345,51,Male,Salaried,76690,749,2,976942,Business,1,0.5213
APP01346,41,Male,Self-Employed,77870,786,4,598162,Business,0,0.4078
APP01347,37,Female,Salaried,192207,666,1,1156237,Home,1,0.7813
APP01348,43,Female,Self-Employed,111928,820,3,725042,Education,1,0.5751
APP01349,57,Male,Salaried,234870,775,0,709560,Vehicle,1,0.97
APP01350,36,Male,Salaried,95765,681,1,32970,Education,1,0.7636
APP01351,26,Male,Self-Employed,154941,733,1,938399,Education,1,0.6477
APP01352,28,Male,Business Owner,48555,704,0,425474,Business,0,0.4746
APP01353,45,Female,Business Owner,290232,681,2,1115876,Home,1,0.7116
APP01354,38,Male,Self-Employed,70783,833,2,1319963,Business,0,0.4634
APP01355,45,Male,Salaried,26115,721,2,71915,Personal,1,0.5029
APP01356,32,Male,Self-Employed,224198,612,3,1198092,Vehicle,1,0.7032
APP01357,35,Female,Salaried,97908,597,1,609435,Vehicle,1,0.5302
APP01358,46,Other,Salaried,94109,601,4,76535,Home,1,0.6954
APP01359,61,Male,Salaried,290122,719,0,702244,Medical,1,0.8926
APP01360,46,Female,Salaried,34422,652,1,899147,Home,0,0.4615
APP01361,52,Male,Salaried,199698,706,2,195576,Vehicle,1,0.915
APP01362,30,Male,Unemployed,9497,754,0,1189568,Personal,0,0.499
APP01363,36,Female,Unemployed,5560,842,4,1494922,Vehicle,0,0.4309
APP01364,27,Female,Salaried,226533,654,1,184953,Business,1,0.9088
APP01365,37,Female,Salaried,154000,567,1,1488243,Education,1,0.699
APP01366,43,Female,Salaried,54430,823,3,454629,Home,0,0.4747
APP01367,46,Male,Salaried,53834,563,1,757417,Business,0,0.4665
APP01368,41,Female,Freelancer,49435,560,1,1382998,Home,0,0.3392
APP01369,42,Male,Salaried,112212,821,4,957143,Business,1,0.6876
APP01370,27,Female,Business Owner,80797,765,4,762345,Home,0,0.437
APP01371,34,Male,Salaried,79555,718,0,934399,Medical,1,0.6572
APP01372,35,Female,Unemployed,2523,676,2,889947,Home,0,0.3689
APP01373,27,Male,Salaried,39716,660,4,1110718,Vehicle,0,0.4082
APP01374,29,Male,Business Owner,85261,627,0,1447877,Vehicle,0,0.4567
APP01375,28,Female,Salaried,289139,657,1,940056,Vehicle,1,0.9139
APP01376,43,Male,Self-Employed,47414,676,0,1151506,Education,0,0.4107
APP01377,49,Male,Salaried,169916,570,0,107812,Vehicle,1,0.8363
APP01378,38,Male,Salaried,192731,614,0,174702,Education,1,0.8392
APP01379,51,Male,Freelancer,40522,511,0,1332967,Education,0,0.3555
APP01380,50,Male,Freelancer,164596,686,4,1338323,Education,1,0.5569
APP01381,59,Male,Freelancer,55846,686,2,1160675,Vehicle,0,0.3871
APP01382,55,Female,Self-Employed,139930,822,0,710924,Home,1,0.6741
APP01383,38,Male,Business Owner,231232,710,3,209530,Personal,1,0.7733
APP01384,62,Female,Salaried,248734,635,1,277993,Vehicle,1,0.8295
APP01385,59,Female,Salaried,244739,663,1,1023340,Home,1,0.7967
APP01386,37,Male,Salaried,148182,718,1,1282964,Vehicle,1,0.666
APP01387,34,Female,Self-Employed,73591,698,1,846746,Medical,0,0.4739
APP01388,51,Male,Salaried,176786,726,1,186796,Home,1,0.9212
APP01389,44,Female,Salaried,109106,710,0,289374,Business,1,0.8416
APP01390,55,Male,Self-Employed,103018,659,2,344639,Vehicle,1,0.5348
APP01391,64,Male,Business Owner,189486,637,3,373534,Home,1,0.8026
APP01392,54,Female,Salaried,145832,632,4,1494522,Medical,1,0.5487
APP01393,23,Female,Salaried,111576,605,3,910155,Education,1,0.6181
APP01394,57,Female,Salaried,235015,593,4,275467,Home,1,0.7477
APP01395,63,Male,Salaried,279664,827,4,1452237,Medical,1,0.7784
APP01396,60,Female,Salaried,201540,689,3,675323,Vehicle,1,0.775
APP01397,46,Male,Self-Employed,235774,667,0,978015,Medical,1,0.7598
APP01398,43,Male,Self-Employed,228180,640,1,1050402,Vehicle,1,0.7502
APP01399,64,Male,Self-Employed,117508,714,0,917233,Business,1,0.6367
APP01400,59,Female,Salaried,219405,776,1,680797,Medical,1,0.8524
APP01401,35,Male,Business Owner,67464,737,2,1140523,Home,0,0.4152
APP01402,24,Male,Salaried,178995,753,4,526655,Business,1,0.7418
APP01403,49,Female,Self-Employed,141062,633,3,285631,Vehicle,1,0.6103
APP01404,42,Male,Business Owner,123384,679,2,1398104,Home,1,0.5142
APP01405,45,Male,Salaried,223691,634,1,1331975,Vehicle,1,0.7509
APP01406,33,Male,Salaried,202218,688,0,655148,Home,1,0.8982
APP01407,38,Female,Freelancer,42140,781,3,929483,Business,1,0.5379
APP01408,53,Male,Salaried,289814,715,4,397740,Vehicle,1,0.8082
APP01409,36,Male,Self-Employed,69512,810,2,1473097,Personal,0,0.4761
APP01410,62,Female,Salaried,128565,656,4,608831,Home,1,0.6666
APP01411,64,Female,Self-Employed,170763,615,1,1093670,Vehicle,1,0.611
APP01412,22,Male,Salaried,190334,720,4,962602,Home,1,0.7938
APP01413,55,Female,Salaried,210964,689,0,1279214,Vehicle,1,0.8068
APP01414,62,Female,Self-Employed,50595,705,2,1485562,Business,1,0.5178
APP01415,54,Female,Salaried,213279,693,2,737344,Business,1,0.8537
APP01416,50,Male,Salaried,271661,641,0,311749,Medical,1,0.8657
APP01417,33,Female,Salaried,189512,695,4,87932,Medical,1,0.7882
APP01418,33,Female,Salaried,295774,757,0,1182685,Home,1,0.876
APP01419,38,Male,Salaried,285300,766,3,562169,Education,1,0.9366
APP01420,52,Male,Salaried,264644,640,0,204473,Business,1,0.8385
APP01421,52,Male,Freelancer,254820,698,4,121513,Vehicle,1,0.7051
APP01422,55,Male,Salaried,233590,798,0,1043622,Home,1,0.8835
APP01423,59,Female,Self-Employed,99191,642,1,46680,Vehicle,1,0.6277
APP01424,49,Male,Salaried,125591,628,0,93452,Education,1,0.7723
APP01425,49,Male,Salaried,88753,743,0,61044,Education,1,0.7042
APP01426,64,Female,Freelancer,85520,729,4,1024279,Medical,0,0.4285
APP01427,36,Male,Salaried,291152,613,3,709444,Education,1,0.7932
APP01428,64,Other,Unemployed,7314,568,3,1203158,Home,0,0.2534
APP01429,30,Male,Salaried,145118,696,4,362646,Home,1,0.7504
APP01430,50,Male,Business Owner,239418,646,4,556440,Medical,1,0.7346
APP01431,45,Male,Self-Employed,297028,545,4,619026,Personal,1,0.6491
APP01432,59,Male,Freelancer,141481,625,1,1216093,Business,1,0.5769
APP01433,40,Male,Self-Employed,93259,728,2,404411,Education,0,0.4605
APP01434,25,Female,Self-Employed,74810,667,0,1163109,Personal,0,0.4658
APP01435,21,Female,Salaried,154926,805,4,559721,Business,1,0.8105
APP01436,50,Male,Salaried,29761,513,4,932809,Medical,0,0.3547
APP01437,23,Female,Freelancer,283414,787,4,1053611,Business,1,0.6908
APP01438,34,Female,Salaried,41375,652,3,199932,Education,1,0.6076
APP01439,50,Female,Salaried,263117,640,4,1263261,Vehicle,1,0.8411
APP01440,24,Male,Business Owner,186637,555,0,58648,Home,1,0.7772
APP01441,38,Male,Salaried,127654,717,4,204162,Home,1,0.7662
APP01442,57,Male,Unemployed,5988,533,0,1286569,Business,0,0.2172
APP01443,45,Female,Business Owner,225798,745,1,1305178,Medical,1,0.7074
APP01444,21,Female,Self-Employed,157955,558,2,899936,Business,1,0.5582
APP01445,35,Male,Freelancer,205701,571,3,305206,Vehicle,1,0.6801
APP01446,29,Male,Salaried,220242,584,0,343777,Home,1,0.8426
APP01447,35,Female,Salaried,99489,622,1,1299777,Home,0,0.4578
APP01448,44,Female,Self-Employed,33381,755,2,672038,Education,0,0.4403
APP01449,24,Other,Salaried,169867,800,2,42121,Vehicle,1,0.9088
APP01450,32,Female,Business Owner,87999,630,2,659303,Vehicle,1,0.5521
APP01451,57,Male,Freelancer,194564,676,0,1034583,Home,1,0.701
APP01452,57,Female,Salaried,176606,719,1,1461470,Personal,1,0.7191
APP01453,63,Female,Salaried,44996,653,4,1058120,Education,0,0.3224
APP01454,26,Male,Unemployed,11484,716,1,1227280,Medical,0,0.3774
APP01455,59,Female,Salaried,130682,679,1,1104811,Vehicle,1,0.7181
APP01456,44,Female,Self-Employed,185477,659,1,1191296,Home,1,0.6486
APP01457,31,Male,Salaried,282972,566,0,1401933,Business,1,0.9159
APP01458,33,Female,Freelancer,96325,691,0,517438,Business,1,0.5856
APP01459,54,Female,Self-Employed,53930,756,0,491517,Vehicle,1,0.5128
APP01460,45,Female,Business Owner,42529,617,1,550777,Vehicle,0,0.3297
APP01461,27,Male,Business Owner,78546,522,0,933322,Home,0,0.4471
APP01462,24,Male,Salaried,295086,654,2,1428910,Business,1,0.7026
APP01463,28,Female,Salaried,294692,800,0,396757,Personal,1,0.9939
APP01464,40,Male,Business Owner,207088,776,3,436365,Home,1,0.8033
APP01465,49,Female,Salaried,122780,633,0,954816,Home,1,0.7461
APP01466,30,Female,Business Owner,287440,716,0,1488916,Personal,1,0.7161
APP01467,63,Male,Freelancer,92945,729,0,11316,Home,1,0.6958
APP01468,54,Male,Self-Employed,84980,799,0,998494,Business,1,0.5847
APP01469,46,Male,Business Owner,190301,555,3,70046,Vehicle,1,0.7088
APP01470,61,Male,Business Owner,121382,594,4,875075,Vehicle,0,0.4205
APP01471,23,Female,Business Owner,78444,519,0,997114,Education,0,0.3118
APP01472,26,Female,Salaried,285186,625,2,125594,Home,1,0.8728
APP01473,25,Female,Salaried,183239,765,3,1033429,Home,1,0.7754
APP01474,25,Female,Salaried,119527,635,4,518566,Business,1,0.5923
APP01475,43,Male,Self-Employed,108337,575,0,662583,Business,1,0.5957
APP01476,29,Female,Self-Employed,97894,698,4,688462,Business,0,0.4659
APP01477,55,Female,Business Owner,88138,700,2,1173006,Vehicle,0,0.4145
APP01478,40,Female,Salaried,108038,598,3,772318,Home,0,0.4737
APP01479,62,Female,Self-Employed,163709,639,3,1446502,Home,0,0.496
APP01480,55,Male,Salaried,294066,692,4,959461,Medical,1,0.9154
APP01481,38,Female,Business Owner,118697,739,0,416088,Vehicle,1,0.7159
APP01482,37,Male,Self-Employed,200793,628,1,584382,Education,1,0.7506
APP01483,44,Male,Salaried,277097,616,3,844151,Home,1,0.7807
APP01484,23,Male,Salaried,225015,833,1,663114,Home,1,0.9131
APP01485,52,Other,Business Owner,149338,658,3,846910,Education,1,0.6432
APP01486,55,Female,Self-Employed,52843,699,0,763523,Medical,0,0.4426
APP01487,58,Female,Salaried,165118,731,0,53677,Personal,1,0.9226
APP01488,33,Female,Unemployed,13072,537,3,274250,Medical,0,0.2633
APP01489,45,Female,Business Owner,151417,678,4,416885,Personal,1,0.7122
APP01490,29,Female,Unemployed,14633,548,0,522703,Personal,0,0.3847
APP01491,24,Male,Salaried,55346,669,0,1083799,Vehicle,1,0.6208
APP01492,34,Male,Self-Employed,244356,789,2,463882,Home,1,0.771
APP01493,57,Male,Freelancer,127391,600,0,471235,Business,1,0.6856
APP01494,54,Female,Self-Employed,168635,546,2,430698,Home,1,0.6249
APP01495,31,Female,Business Owner,202132,831,0,856801,Home,1,0.8341
APP01496,61,Male,Salaried,285609,588,0,699503,Home,1,0.9371
APP01497,23,Male,Salaried,146943,560,4,795977,Vehicle,1,0.5672
APP01498,48,Female,Salaried,270534,809,4,1213888,Education,1,0.8349
APP01499,49,Male,Salaried,189762,585,0,282159,Home,1,0.8751
APP01500,29,Female,Salaried,250784,811,3,878596,Vehicle,1,0.8884
APP01501,23,Other,Salaried,39925,701,3,61500,Medical,1,0.5365
APP01502,45,Male,Unemployed,9496,782,0,860357,Vehicle,1,0.5406
APP01503,54,Male,Salaried,108184,694,3,1411699,Medical,1,0.5233
APP01504,32,Female,Self-Employed,101515,766,0,234045,Home,1,0.756
APP01505,62,Female,Business Owner,224330,606,4,714991,Home,1,0.7191
APP01506,29,Female,Self-Employed,161427,630,1,1003694,Vehicle,1,0.7287
APP01507,35,Female,Salaried,250407,510,2,192159,Vehicle,1,0.7231
APP01508,60,Male,Business Owner,125854,757,3,220861,Business,1,0.6028
